###❝エスペラント語根❞, ❝(全く同じ)エスペラント語根❞   となっている行は、対応する置換後の文字列が存在する場合と同等の優先順位を持つものの、実際には文字列(漢字)置換を行わないことを意味している。　
エスペラント語根##,日本語訳ルビ##
adiaŭ,さようなら
bis,アンコール!
hura,万歳!(歓呼)
ŭa,ワァ!
kia,どのような
tia,そんな
ĉia,すべての
kies,だれの(所有)
nenia,どんな~も~ない
ali,他の
alt,高い
bel,美しい
bon,良い
jun,若い
nov,新しい
sam,同一の
fort,強い
grav,重要な
kelk,幾つかの
last,最後の
long,長い
mult,多くの
plen,いっぱいの
riĉ,金持ちの
ruĝ,赤い
facil,容易な
grand,大きい
liber,自由な
rapid,速い
feliĉ,幸福な
proksim,近い
fru,早い
pur,純粋な
sol,唯一の
ver,本当の
cert,確かな
nigr,黒い
varm,暑い
afabl,愛想のよい
blank,白い
dolĉ,甘い
neces,必要な
propr,固有の
simpl,簡単な
dekstr,右の
kuraĝ,勇気ある
trankvil,平静な
blu,青い
dik,太い
gaj,陽気な
hel,明るい
kar,親愛な
lac,疲れた
san,健康な
sat,満腹した
just,正義の
prav,正当な
pret,用意の整った
util,有用な
verd,緑の
apart,別々の
atent,注意深い
fremd,他国の
ĝust,正しい
komun,共通の
larĝ,幅の広い
agrabl,快い
divers,様々な
intern,内部の
sufiĉ,十分な
kontent,満足な
profund,深い
mol,柔らかい
pez,重い
sek,乾いた
brun,褐色の
egal,等しい
flav,黄色の
griz,灰色の
kulp,罪のある
lert,器用な
rekt,まっすぐな
saĝ,賢明な
vast,広い
ceter,残りの
freŝ,新鮮な
simil,よく似た
kapabl,有能な
serioz,まじめな
efektiv,現実の
ordinar,普通の
akr,鋭い
fam,名高い
ies,誰かの
avar,欲の深い
dens,濃い
eben,平らな
fier,誇りたかい
firm,堅固な
nepr,必然の
plat,平たい
plur,複数の
surd,耳が聞こえない
vigl,活発な
fidel,忠実な
kviet,静かな
matur,成熟した
sankt,[宗]神聖な
spert,経験を積んだ
subit,不意の
taŭg,役立つ
honest,正直な
konven,ふさわしい
plur,複数の
preciz,正確な
strang,奇妙な
delikat,繊細な
ĝentil,礼儀正しい
komfort,安楽な
pacienc,我慢強い
special,特別の
ĝeneral,全般の
konstant,不変の
lam,びっこの
mut,唖の
nud,裸の
pal,青ざめた
ruz,ずるい
van,むなしい
acid,酸っぱい
glat,なめらかな
kler,教養ある
krud,生の
mild,温和な
abund,有り余るほどの
blind,盲目の
blond,金髪の
ĉarm,魅力的な
etern,永遠の
favor,好意的な
graci,優美な
humil,謙虚な
laŭt,大声の
sever,厳しい
stult,愚鈍な
fortik,頑丈な
frenez,気の狂った
kurioz,珍奇な
privat,私的な
sincer,誠実な
evident,明白な
oportun,便利な
prudent,思慮深い
sci/vol##,好奇心のある
diligent,勤勉な
proksim/um##,およその
ard,白熱の
avid,渇望している
brav,勇敢な
ebri,酔った
krut,切り立った
naiv,無邪気な
nobl,高潔な
sobr,節制の
humid,湿気のある
ident,同一の
komik,こっけいな
kripl,不具の
kruel,残酷な
moder,適度の
sagac,明敏な
seren,おだやかな
sprit,機知に富んだ
akurat,時間厳守の
fervor,熱心な
inklin,傾向のある
ĵaluz,嫉妬深い
kapric,気まぐれの
modern,現代の
modest,控え目な
nenies,誰のでもない
normal,正常な
sovaĝ,野生の
ekstrem,ぎりぎりの
elegant,上品な
eminent,優れた
komplet,完全な
oficial,公式の
perfekt,完全な
probabl,ありそうな
reciprok,相互の
indiferent,無関心な
inteligent,聡明な
amar,苦い
imun,[医]免疫の
real,現実の
ties,それ;あれの
unik,特異な
vant,虚栄の
virg,純潔な
aktiv,活動的な
civil,市民の
ĉies,各人の;皆の
elast,弾力のある
human,人間的な
intim,親密な
kaduk,老朽の
koket,なまめかしい
lojal,忠義な
malic,悪意の
mir/ind##,不思議な
raŭk,しわがれ声の
rigid,硬直した
sekur,安全な
solen,荘厳な
tener,優しい
valid,[法]有効な
abrupt,突然の
absurd,非常識な
aktual,現存の
arbitr,任意の
aŭdac,ずぶとい
ekzakt,精密な
furioz,怒り狂った
graved,妊娠した
klasik,古典の
majest,尊厳な
nervoz,[病]神経質な
oblikv,斜めの
obstin,頑固な
plen/aĝ##,成年の
social,社会的な
subtil,微細な
tragik,悲惨な
absolut,絶対の
kontant,[商]現金の
popular,人気のある
relativ,相対的な
sin/don##,献身的な
solidar,連帯の
vegetar,菜食の
familiar,心安い
grandioz,雄大な
kolektiv,集合的な
sin/gard##,用心のための
kompetent,適任の
universal,普遍的な
kvit,[商]借のない
miop,[医]近視の
punc,ひなげし色の
ranc,酸敗した
ĉast,貞節な
ekstr,特別の
masiv,どっしり重い
antikv,古代の
arogant,横柄な
konform,適合した
trivial,野卑な
elokvent,雄弁な
kriminal,[法]刑事上の
predikat,[文]述部
akut,鋭角の
dual,二重の
hirt,逆立った
kalv,(頭の)はげた
banal,ありふれた
cinik,冷笑的な
gotik,ゴシック式の
inert,惰性的な
obtuz,鈍い
okult,神秘術の
pasiv,受身の
rigor,厳格な
stoik,ストア学派の
analog,類似の
anonim,匿名の
arkaik,古風な
diafan,半透明の
efemer,はかない
erotik,性愛の
fiktiv,架空の
formal,外形的な
frivol,軽はずみな
intens,強烈な
invers,逆の
konciz,簡潔な
konkav,[理]凹の
mistik,神秘主義的な
neŭtr,中性の
vulgar,通俗の
akcesor,副の
apokrif,偽作の
arĥaik,古風な
burlesk,道化た
decimal,[数]十進法の
diskret,口の固い
fanatik,狂信的な
grotesk,グロテスクな
konkret,具体的な
kontinu,連続的な
liberal,[政]自由主義の
monoton,単調な
negativ,消極的の
nominal,名目上の
pozitiv,積極的な
radikal,[政]急進的な
skeptik,懐疑的な
solvent,[商]支払能力のある
abstrakt,抽象的な
aŭtonom,自治の
eventual,起こり得る
inkluziv,含んだ
neŭtral,中立の
objektiv,客観的な
ortodoks,正統の
primitiv,原始的な
provizor,臨時の
racional,[数]有理の
romantik,ロマンチックな
sinoptik,一覧用の
spontane,自発的な
aŭtentik,真正の
definitiv,最終決定の
ekskluziv,排他的な
korelativ,相関的な
respektiv,それぞれの
subjektiv,主観的な
transitiv,[文]他動の
spekulativ,[哲]思弁的な
impertinent,厚かましい
konservativ,[政]保守派の
sentimental,感傷的な
dek,十
mil,千
sep,七
ses,六
tri,三
unu,一
cent,百
kvar,四
kvin,五
naŭ,九
aŭ,または
nek,~もまた~ない
sed,しかし
kvankam,(~だ)けれども
plus,[数]プラス
minus,マイナス
ĉe,(~の)所で
kun,(~と)共に
per,よって
pri,ついて
pro,〜ゆえに
sen,(~)なしで
sub,(~の)下に
sur,(~の)上に
tra,通って
apud,(の)そばに
krom,(の)ほかに
laŭ,沿って
post,(~の)後で
inter,(の)間に
super,(~の)上方に
trans,(~の)向こうに
antaŭ,(~の)前に
ekster,(の)外で
preter,(~の)そばを通って
kontraŭ,(に)向かって
malgraŭ,(~)にもかかわらず
ĝi,それ
ili,それら
kio,何
oni,人々
ŝi,彼女
tio,それ;あれ
ĉio,すべて
nenio,何も~ない
tio ĉi##,これ(もの;こと：一括)
dis,分散
mal,正反対
ĉef,主
eks,元の
mis,誤り
pra,原始
dev,義務
dir,(を)言う
don,与える
est,(~)である
far,(を)する
fin,終える
hav,持っている
kon,知っている
leg,(を)読む
lev,上げる
met,(を)置く
mov,動かす
pet,(を)頼む
pov,できる
rid,笑う
sci,知っている
sid,座っている
ten,支え持つ
ven,(に)来る
vid,見る;会う
viv,生きている
vol,意志がある
ĝoj,喜ぶ
help,手助けする
kred,(を)信じる
lern,(を)学習する
loĝ,(に)住む
mort,死ぬ
okaz,起こる
port,(を)持ち運ぶ
pren,(を)手に取る
sekv,(に)付き従う
send,(を)送る
star,立っている
